experiment_id,norm_lambdas
08WOPA7S,"OrderedDict([('mean', -0.17612026452814203), ('std', 2.310744993157315), ('median', -0.02100223427831724), ('5.0%', -2.1004334788719548), ('95.0%', 2.0484350263676165), ('n_eff', 581275.5357290215), ('r_hat', 1.0051521557156662)])"
experiment_id,norm_lambdas
IY95MC4U,"OrderedDict([('mean', -0.11247321301574839), ('std', 2.4113207874636355), ('median', -0.011413684456818632), ('5.0%', -1.9997660047045036), ('95.0%', 1.9540197409948974), ('n_eff', 526171.071562133), ('r_hat', 1.004275057019587)])"
experiment_id,norm_lambdas
YROVB8HH,"OrderedDict([('mean', -0.11113555998199226), ('std', 1.93999882814026), ('median', 0.013382885736834393), ('5.0%', -1.855744988882198), ('95.0%', 1.897324407261442), ('n_eff', 630880.3209621783), ('r_hat', 0.9978519192359336)])"
experiment_id,norm_lambdas
CXTB9B2I,"OrderedDict([('mean', -0.46262453036171763), ('std', 3.6568916888506835), ('median', -0.2123339348138617), ('5.0%', -3.48916752498102), ('95.0%', 2.582756034563169), ('n_eff', 604744.192239223), ('r_hat', 0.9985689841588927)])"
experiment_id,norm_lambdas
DRFM1T77,"OrderedDict([('mean', -0.24156488685064678), ('std', 2.1740405893000156), ('median', -0.042537956441062966), ('5.0%', -1.9265995074854139), ('95.0%', 1.881783706644003), ('n_eff', 605361.4198694563), ('r_hat', 0.9968640835093542)])"
experiment_id,norm_lambdas
2S3WSBR3,"OrderedDict([('mean', -0.42228351029520367), ('std', 3.3186639681563426), ('median', -0.07871259582288948), ('5.0%', -2.7452326286723694), ('95.0%', 2.5303133464497427), ('n_eff', 446944.7899793668), ('r_hat', 0.9976703241719334)])"
experiment_id,norm_lambdas
VQ5ZFRRK,"OrderedDict([('mean', -0.5268635040920803), ('std', 4.329158137314575), ('median', -0.17692903054164777), ('5.0%', -3.9372722914808067), ('95.0%', 2.974291154270197), ('n_eff', 494698.7143782118), ('r_hat', 1.0066285212738453)])"
experiment_id,norm_lambdas
7TD1KCUZ,"OrderedDict([('mean', -0.4954904495406904), ('std', 4.27945036772221), ('median', -0.17794770737898846), ('5.0%', -4.089666558615092), ('95.0%', 2.9082324759850025), ('n_eff', 483110.02331541403), ('r_hat', 1.0066225091603647)])"
experiment_id,norm_lambdas
9XA29WKA,"OrderedDict([('mean', 0.006341245105947812), ('std', 1.4383227144860502), ('median', 0.020550253009625107), ('5.0%', -1.7959820287822825), ('95.0%', 1.8224971336296918), ('n_eff', 653433.969380921), ('r_hat', 0.996189057161888)])"
experiment_id,norm_lambdas
T06IC1HB,"OrderedDict([('mean', -1.6999774687051685), ('std', 6.1985784505018175), ('median', -0.8204186928093637), ('5.0%', -10.047288605388893), ('95.0%', 5.13200348850153), ('n_eff', 528165.4125312978), ('r_hat', 1.012717058103131)])"
experiment_id,norm_lambdas
H4Q0A9F3,"OrderedDict([('mean', 0.006273050826998801), ('std', 1.4395035909419225), ('median', 0.021006007150922712), ('5.0%', -1.7936553460558127), ('95.0%', 1.8272417444405766), ('n_eff', 651110.9511806433), ('r_hat', 0.9963266879047769)])"
experiment_id,norm_lambdas
LGL46X4A,"OrderedDict([('mean', -0.12042047970471562), ('std', 2.2341539361887484), ('median', -0.013962788052906214), ('5.0%', -1.959271170414361), ('95.0%', 1.931040101571293), ('n_eff', 566431.0219729017), ('r_hat', 1.0034708389948754)])"
experiment_id,norm_lambdas
MNPBDZUW,"OrderedDict([('mean', -1.7247509360622502), ('std', 6.293278424105799), ('median', -0.8173043801926314), ('5.0%', -10.145886927993404), ('95.0%', 5.0937580369087945), ('n_eff', 509152.1531387227), ('r_hat', 1.0139216322552627)])"
experiment_id,norm_lambdas
V0WWJU0M,"OrderedDict([('mean', 0.007730471867905457), ('std', 1.4607771153389697), ('median', 0.019459059916560245), ('5.0%', -1.778621253084858), ('95.0%', 1.844238981203522), ('n_eff', 653990.9305805354), ('r_hat', 0.9959321495869217)])"
experiment_id,norm_lambdas
LC702PMZ,"OrderedDict([('mean', -0.20049591870655173), ('std', 1.9021614927688177), ('median', -0.048892663208584264), ('5.0%', -1.9438538549524693), ('95.0%', 1.8959668504444702), ('n_eff', 887269.2891113057), ('r_hat', 0.9977271064253181)])"
experiment_id,norm_lambdas
E1J5R2JA,"OrderedDict([('mean', -0.20111470487757171), ('std', 1.85688335188503), ('median', -0.062224666300511614), ('5.0%', -1.9007546647204652), ('95.0%', 1.8073477584993785), ('n_eff', 898900.6016432658), ('r_hat', 0.998836191648503)])"
experiment_id,norm_lambdas
7Y5F48KN,"OrderedDict([('mean', -0.20049591870655173), ('std', 1.9021614927688177), ('median', -0.048892663208584264), ('5.0%', -1.9438538549524693), ('95.0%', 1.8959668504444702), ('n_eff', 887269.2891113057), ('r_hat', 0.9977271064253181)])"
experiment_id,norm_lambdas
EVRJ81EV,"OrderedDict([('mean', -0.5268635040920803), ('std', 4.329158137314575), ('median', -0.17692903054164777), ('5.0%', -3.9372722914808067), ('95.0%', 2.974291154270197), ('n_eff', 494698.7143782118), ('r_hat', 1.0066285212738453)])"
experiment_id,norm_lambdas
MO5W1B39,"OrderedDict([('mean', -0.11323283921186142), ('std', 2.3974267458705114), ('median', -0.012384381128954649), ('5.0%', -1.9715057228666), ('95.0%', 1.9607835136716512), ('n_eff', 519237.6927521882), ('r_hat', 1.003998171386607)])"
experiment_id,norm_lambdas
YUBWZB5B,"OrderedDict([('mean', -1.6879549147691724), ('std', 6.185837235156193), ('median', -0.8137531639035085), ('5.0%', -9.891472702483474), ('95.0%', 5.188429392017505), ('n_eff', 528925.2405683328), ('r_hat', 1.0117965179887045)])"
experiment_id,norm_lambdas
7BUGS3T6,"OrderedDict([('mean', -3.095644474058782), ('std', 8.871948438200985), ('median', -1.4138911841540358), ('5.0%', -15.359652110606499), ('95.0%', 8.276849543623939), ('n_eff', 413844.7596836963), ('r_hat', 1.0144538052996042)])"
experiment_id,norm_lambdas
OYC8KXA6,"OrderedDict([('mean', -0.46921738793421786), ('std', 3.138806380125032), ('median', -0.11635758781880648), ('5.0%', -2.9362064732424704), ('95.0%', 2.5279252159342898), ('n_eff', 924940.6515327265), ('r_hat', 0.9958433052304713)])"
experiment_id,norm_lambdas
DAIF4XCP,"OrderedDict([('mean', -3.0035813382531584), ('std', 8.704803595928047), ('median', -1.387869431525886), ('5.0%', -15.136674376911255), ('95.0%', 7.9546752290485685), ('n_eff', 411451.1508910936), ('r_hat', 1.0142816750835106)])"
experiment_id,norm_lambdas
KHBQYKJP,"OrderedDict([('mean', -0.47657677230549067), ('std', 3.1821640182330544), ('median', -0.11410546789276788), ('5.0%', -2.9937280314980246), ('95.0%', 2.5168471902404033), ('n_eff', 930116.3312487302), ('r_hat', 0.9957588642168552)])"
experiment_id,norm_lambdas
D7MBU9DF,"OrderedDict([('mean', -0.20293737279685348), ('std', 1.6398121142352529), ('median', -0.06771740930995984), ('5.0%', -1.8948594386476165), ('95.0%', 1.8153386203494273), ('n_eff', 965440.5081330407), ('r_hat', 0.9977615784299765)])"
experiment_id,norm_lambdas
OPI0O83Y,"OrderedDict([('mean', -1.0451914145042467), ('std', 4.219382976163566), ('median', -0.3449099956635665), ('5.0%', -5.443259403773109), ('95.0%', 3.466550534769105), ('n_eff', 755283.2325463752), ('r_hat', 0.9993750507527394)])"
experiment_id,norm_lambdas
XKI4C889,"OrderedDict([('mean', -0.5400909237469312), ('std', 3.259160999503313), ('median', -0.12246142969406157), ('5.0%', -2.8556682086411165), ('95.0%', 2.520712733136587), ('n_eff', 999406.680928075), ('r_hat', 0.9955743138812905)])"
experiment_id,norm_lambdas
W52DICH7,"OrderedDict([('mean', -0.4620613323133709), ('std', 3.119081751945221), ('median', -0.11382086621409847), ('5.0%', -2.9008889561115767), ('95.0%', 2.5153659460456415), ('n_eff', 932441.7558081407), ('r_hat', 0.9957837703172286)])"
experiment_id,norm_lambdas
UC3JF328,"OrderedDict([('mean', -0.3841982819118469), ('std', 2.4086524073665654), ('median', -0.08362169042050176), ('5.0%', -2.0286238103872174), ('95.0%', 1.9593601728844403), ('n_eff', 696550.279167729), ('r_hat', 0.9978898917282374)])"
experiment_id,norm_lambdas
BN7PNZ0C,"OrderedDict([('mean', -1.1773504401343213), ('std', 4.36747170598591), ('median', -0.36082224264625484), ('5.0%', -5.397494187799493), ('95.0%', 3.3872671836671806), ('n_eff', 791346.39773049), ('r_hat', 0.9977204465211605)])"
experiment_id,norm_lambdas
TAN7BQ19,"OrderedDict([('mean', -1.0557096300956115), ('std', 4.372699252862892), ('median', -0.3373641013706675), ('5.0%', -5.466367351331149), ('95.0%', 3.4339161287136695), ('n_eff', 735583.4476490882), ('r_hat', 0.9998008295017071)])"
experiment_id,norm_lambdas
AQ0NCL2Y,"OrderedDict([('mean', -0.5619903631960216), ('std', 2.8074409145955084), ('median', -0.14648010573557324), ('5.0%', -2.5558313012725518), ('95.0%', 2.2571383285757576), ('n_eff', 840742.9386004616), ('r_hat', 0.9975446824284387)])"
experiment_id,norm_lambdas
T7UZ3TEG,"OrderedDict([('mean', -0.20376396341847855), ('std', 1.894625915784528), ('median', -0.05107507010219743), ('5.0%', -1.9664155588043613), ('95.0%', 1.8458847421033926), ('n_eff', 896420.3071470561), ('r_hat', 0.9978006091922114)])"
experiment_id,norm_lambdas
U36NTB1G,"OrderedDict([('mean', -1.070342651365238), ('std', 4.5505729597646445), ('median', -0.34063493278987556), ('5.0%', -5.401083313808095), ('95.0%', 3.5235100987804326), ('n_eff', 730540.6604631272), ('r_hat', 0.9993174375340474)])"
experiment_id,norm_lambdas
T3I07LGK,"OrderedDict([('mean', -0.6301774938295742), ('std', 3.5131557381282414), ('median', -0.15438407991409708), ('5.0%', -2.7085751726780503), ('95.0%', 2.3389843470267415), ('n_eff', 822967.3192178411), ('r_hat', 0.9982146775864452)])"
experiment_id,norm_lambdas
52A37R7N,"OrderedDict([('mean', -1.3276662709250417), ('std', 4.49094096866145), ('median', -0.4340170869661413), ('5.0%', -5.228883657417785), ('95.0%', 2.837556421237166), ('n_eff', 729662.971814789), ('r_hat', 0.997807009767635)])"
experiment_id,norm_lambdas
8EA3EV2U,"OrderedDict([('mean', -1.434626276354135), ('std', 5.01082806334905), ('median', -0.4621477832596481), ('5.0%', -6.404910010003834), ('95.0%', 3.5512657406724895), ('n_eff', 654317.2541327663), ('r_hat', 1.0055336366746013)])"
experiment_id,norm_lambdas
6LQPZ9NO,"OrderedDict([('mean', -3.606884569968891), ('std', 10.48413001762356), ('median', -1.1107096954824764), ('5.0%', -18.111537998093276), ('95.0%', 9.128900404553928), ('n_eff', 504877.5556976443), ('r_hat', 1.004315144173035)])"
experiment_id,norm_lambdas
YCPCS183,"OrderedDict([('mean', -3.116171209685052), ('std', 7.754331567976964), ('median', -1.2556320191556054), ('5.0%', -14.55706861605927), ('95.0%', 6.141049899854093), ('n_eff', 864375.5688415505), ('r_hat', 0.9991247345287259)])"
experiment_id,norm_lambdas
7390BNP9,"OrderedDict([('mean', -0.7925519110139676), ('std', 3.3053272031241123), ('median', -0.21189108078985952), ('5.0%', -3.2983667486498844), ('95.0%', 2.4387024081581554), ('n_eff', 505563.01300136955), ('r_hat', 0.9981315105627392)])"
experiment_id,norm_lambdas
KLPEA08B,"OrderedDict([('mean', -2.256451260777417), ('std', 7.186248779010284), ('median', -1.007920078684474), ('5.0%', -11.770522776169212), ('95.0%', 6.01091346061588), ('n_eff', 674167.8735692363), ('r_hat', 1.0032640948335196)])"
experiment_id,norm_lambdas
B9FSXFX5,"OrderedDict([('mean', -2.2868166131473915), ('std', 7.231289149687757), ('median', -1.0063812484205323), ('5.0%', -11.703723256384496), ('95.0%', 6.277093619340844), ('n_eff', 693109.7326276455), ('r_hat', 1.0037505593314724)])"
experiment_id,norm_lambdas
MZ3YGUKX,"OrderedDict([('mean', -2.2074802714567325), ('std', 6.912742651739902), ('median', -0.9852892815502258), ('5.0%', -11.274493943424472), ('95.0%', 5.88405966476516), ('n_eff', 735872.9316439873), ('r_hat', 1.0031181406106344)])"
experiment_id,norm_lambdas
JJ5EKSL2,"OrderedDict([('mean', -3.03627228893434), ('std', 8.535157860644814), ('median', -0.9923577816840776), ('5.0%', -14.474827373203752), ('95.0%', 7.086117917703511), ('n_eff', 693163.7602799964), ('r_hat', 1.0159120026885815)])"
experiment_id,norm_lambdas
12X4XFHS,"OrderedDict([('mean', -2.340946463178785), ('std', 7.196088073825412), ('median', -0.9415219299706772), ('5.0%', -11.754995038759628), ('95.0%', 6.119369482283093), ('n_eff', 472217.969286638), ('r_hat', 1.0051821543306623)])"
experiment_id,norm_lambdas
JXB3VS8W,"OrderedDict([('mean', -1.3990447446751417), ('std', 4.4853528142925985), ('median', -0.4855808712794949), ('5.0%', -5.781036914292933), ('95.0%', 2.919924289485919), ('n_eff', 459341.2353033499), ('r_hat', 0.9985378503702728)])"
experiment_id,norm_lambdas
OEIWLAUQ,"OrderedDict([('mean', -2.3920668252257227), ('std', 6.535840134962065), ('median', -1.0639970409103332), ('5.0%', -11.820393180039426), ('95.0%', 4.777582902286909), ('n_eff', 994090.0218194837), ('r_hat', 0.9998816071239884)])"
experiment_id,norm_lambdas
UIQGVCWA,"OrderedDict([('mean', -3.540468718580053), ('std', 10.253201437044734), ('median', -1.4042837231374228), ('5.0%', -20.733331405817626), ('95.0%', 9.421077415420239), ('n_eff', 723367.9488959447), ('r_hat', 1.00045908213043)])"
experiment_id,norm_lambdas
G9XGVI58,"OrderedDict([('mean', -3.9763283190932674), ('std', 10.084087537726722), ('median', -1.5578131007756228), ('5.0%', -21.172880702006644), ('95.0%', 8.711230060685743), ('n_eff', 755300.5849262989), ('r_hat', 1.0035002284792194)])"
experiment_id,norm_lambdas
RAJBQYVI,"OrderedDict([('mean', -4.9041262485106305), ('std', 11.873515980405365), ('median', -1.9615617810159667), ('5.0%', -22.109468339393356), ('95.0%', 8.29018976742323), ('n_eff', 581383.8995759807), ('r_hat', 1.017490295599413)])"
experiment_id,norm_lambdas
B8H8YXTH,"OrderedDict([('mean', -3.7346976091443476), ('std', 8.918865611642978), ('median', -1.6709877464830725), ('5.0%', -16.13600005878692), ('95.0%', 5.876433223190529), ('n_eff', 997483.1252520168), ('r_hat', 1.0055085826367927)])"
experiment_id,norm_lambdas
STJM7ZC7,"OrderedDict([('mean', -4.017965002416236), ('std', 10.694904665515578), ('median', -2.0266672635858773), ('5.0%', -19.53775501889816), ('95.0%', 9.981233224167916), ('n_eff', 612113.0384129847), ('r_hat', 1.0103909177179984)])"
experiment_id,norm_lambdas
88DJB3DT,"OrderedDict([('mean', 0.004087412211663857), ('std', 0.9914056681474754), ('median', 0.0025291749051848415), ('5.0%', -1.6280074494781445), ('95.0%', 1.6375156543846647), ('n_eff', 78509.21113248529), ('r_hat', 0.9982059551307675)])"
experiment_id,norm_lambdas
9NP8BWR3,"OrderedDict([('mean', 0.0010739397490810135), ('std', 0.9945035740814112), ('median', 0.005136143524104046), ('5.0%', -1.6463673758166417), ('95.0%', 1.6215202596363982), ('n_eff', 77714.10919297228), ('r_hat', 0.9987562096829747)])"
experiment_id,norm_lambdas
RPTYVO1I,"OrderedDict([('mean', -0.00013049187607342428), ('std', 0.9929767977878381), ('median', 0.00229980129603746), ('5.0%', -1.6147624240785685), ('95.0%', 1.6453653617953414), ('n_eff', 77910.78888385251), ('r_hat', 1.0019480353230539)])"
experiment_id,norm_lambdas
1NX1SNJL,"OrderedDict([('mean', 0.0019927220311345235), ('std', 0.9949680497982765), ('median', 0.0020313171365041096), ('5.0%', -1.6863130042906989), ('95.0%', 1.5856351205542818), ('n_eff', 77957.77554736055), ('r_hat', 1.0036245792363934)])"
experiment_id,norm_lambdas
225R0YBD,"OrderedDict([('mean', 0.002569937951569376), ('std', 0.9961559256204952), ('median', 0.005280784599548002), ('5.0%', -1.6367673641597342), ('95.0%', 1.638510326162268), ('n_eff', 79296.68126715007), ('r_hat', 1.000856191594511)])"
experiment_id,norm_lambdas
U9AQ86OP,"OrderedDict([('mean', 0.00034040136533072335), ('std', 0.9958043344894448), ('median', -0.00024383196537608486), ('5.0%', -1.6613069387864576), ('95.0%', 1.6131703631154684), ('n_eff', 77778.50590597697), ('r_hat', 1.0029469731116962)])"
experiment_id,norm_lambdas
ZN1LSQWB,"OrderedDict([('mean', 0.00286135962336804), ('std', 0.9926130851411318), ('median', -0.0003823399992783272), ('5.0%', -1.6512849856179501), ('95.0%', 1.603618970170477), ('n_eff', 66249.14370902606), ('r_hat', 1.0013763645152374)])"
experiment_id,norm_lambdas
JUV8AJNH,"OrderedDict([('mean', 0.011809665035900965), ('std', 0.9926284828835579), ('median', 0.011937553720022653), ('5.0%', -1.650212764732405), ('95.0%', 1.6081577326009544), ('n_eff', 65711.84390208713), ('r_hat', 1.0037323521050856)])"
experiment_id,norm_lambdas
8688O4S8,"OrderedDict([('mean', -0.006039395186963535), ('std', 0.9954336401619407), ('median', -0.0025861080930620526), ('5.0%', -1.634217600145024), ('95.0%', 1.6308930797679113), ('n_eff', 78565.32518029097), ('r_hat', 1.0001566232229946)])"
experiment_id,norm_lambdas
S8ZV8SAN,"OrderedDict([('mean', -0.00013049187607342428), ('std', 0.9929767977878381), ('median', 0.00229980129603746), ('5.0%', -1.6147624240785685), ('95.0%', 1.6453653617953414), ('n_eff', 77910.78888385251), ('r_hat', 1.0019480353230539)])"
experiment_id,norm_lambdas
CVAZLCY9,"OrderedDict([('mean', -0.0007359542369602567), ('std', 0.9961907694330359), ('median', 0.0028504365902141168), ('5.0%', -1.6752265390439371), ('95.0%', 1.6001259484762902), ('n_eff', 78988.82542690757), ('r_hat', 0.999323703348475)])"
experiment_id,norm_lambdas
GPWG7TGV,"OrderedDict([('mean', 0.005426111914690906), ('std', 0.996280712686016), ('median', 0.003953602427577233), ('5.0%', -1.6501223532434703), ('95.0%', 1.6193130178452655), ('n_eff', 66685.74735621265), ('r_hat', 1.0037218805812647)])"
experiment_id,norm_lambdas
HCN2VVIC,"OrderedDict([('mean', 0.004087412211663857), ('std', 0.9914056681474754), ('median', 0.0025291749051848415), ('5.0%', -1.6280074494781445), ('95.0%', 1.6375156543846647), ('n_eff', 78509.21113248529), ('r_hat', 0.9982059551307675)])"
experiment_id,norm_lambdas
M9T8ZVNM,"OrderedDict([('mean', 0.0085393479228231), ('std', 1.0002290084622316), ('median', 0.006473164991922239), ('5.0%', -1.638552873207272), ('95.0%', 1.6297851365898444), ('n_eff', 66337.22306577048), ('r_hat', 1.0055207979298961)])"
experiment_id,norm_lambdas
333PUFD7,"OrderedDict([('mean', 0.008291363950347082), ('std', 0.9997621582745911), ('median', 0.009567504207948212), ('5.0%', -1.6163706913110545), ('95.0%', 1.6500571986368686), ('n_eff', 65196.90337738442), ('r_hat', 1.0067060234098735)])"
experiment_id,norm_lambdas
RALEP1MA,"OrderedDict([('mean', 0.0019927220311345235), ('std', 0.9949680497982765), ('median', 0.0020313171365041096), ('5.0%', -1.6863130042906989), ('95.0%', 1.5856351205542818), ('n_eff', 77957.77554736055), ('r_hat', 1.0036245792363934)])"
experiment_id,norm_lambdas
OZDBXBUA,"OrderedDict([('mean', -0.00592834315013459), ('std', 0.9955560574397884), ('median', -0.007084918384380937), ('5.0%', -1.629263884194151), ('95.0%', 1.6521517208923793), ('n_eff', 77098.24626477128), ('r_hat', 1.0022725812624347)])"
experiment_id,norm_lambdas
7CANYQX0,"OrderedDict([('mean', -0.0007359542369602567), ('std', 0.9961907694330359), ('median', 0.0028504365902141168), ('5.0%', -1.6752265390439371), ('95.0%', 1.6001259484762902), ('n_eff', 78988.82542690757), ('r_hat', 0.999323703348475)])"
experiment_id,norm_lambdas
HMHL3RE2,"OrderedDict([('mean', -0.008510053251893072), ('std', 2.7176055449462164), ('median', -0.0007200953951880683), ('5.0%', -4.429283528143947), ('95.0%', 4.383265556634231), ('n_eff', 1650231.1508537976), ('r_hat', 0.9001669776399057)])"
experiment_id,norm_lambdas
0BMMT3SD,"OrderedDict([('mean', -0.020175575381665492), ('std', 1.5117011805084526), ('median', 0.007074679475145871), ('5.0%', -1.8377417725213245), ('95.0%', 1.8687401728132815), ('n_eff', 642104.4969799455), ('r_hat', 0.9952196040771004)])"
experiment_id,norm_lambdas
FASZWSLI,"OrderedDict([('mean', 0.09866118045264724), ('std', 1.6152954768827021), ('median', 0.061573364580813486), ('5.0%', -1.813506710905222), ('95.0%', 1.918862126947334), ('n_eff', 713943.2144751219), ('r_hat', 0.9968815323793085)])"
experiment_id,norm_lambdas
996CUT5V,"OrderedDict([('mean', 0.0009903011222143591), ('std', 0.9940223590241368), ('median', 0.003434891474968273), ('5.0%', -1.6293483333883305), ('95.0%', 1.6298732667519438), ('n_eff', 78285.83412963258), ('r_hat', 1.0005570300672795)])"
experiment_id,norm_lambdas
HFXIXP9I,"OrderedDict([('mean', -0.00013489768321906087), ('std', 0.991166630689317), ('median', 0.0013786733990585436), ('5.0%', -1.615620869711496), ('95.0%', 1.6445339784311195), ('n_eff', 77616.69530906304), ('r_hat', 1.0013559707857542)])"
experiment_id,norm_lambdas
YQY0OLVI,"OrderedDict([('mean', 0.003571055439021468), ('std', 0.9970925719806736), ('median', 0.004002628183643678), ('5.0%', -1.674626675547177), ('95.0%', 1.6066980570719605), ('n_eff', 77572.74386223489), ('r_hat', 1.0020610155639886)])"
experiment_id,norm_lambdas
80R1Z1X1,"OrderedDict([('mean', -0.01925825785846634), ('std', 2.712137016850202), ('median', 0.02745093887666243), ('5.0%', -2.0204046313988018), ('95.0%', 2.088681673665319), ('n_eff', 583270.8262732095), ('r_hat', 1.008519218177668)])"
experiment_id,norm_lambdas
J9P4KWX0,"OrderedDict([('mean', -0.0005142355486979531), ('std', 0.9937308613942788), ('median', -0.0015854036215355244), ('5.0%', -1.6594446845132815), ('95.0%', 1.604895627590163), ('n_eff', 77781.6852191165), ('r_hat', 1.002440471826119)])"
experiment_id,norm_lambdas
MNBDN1OL,"OrderedDict([('mean', -0.0025007858032726504), ('std', 0.9962087968331154), ('median', -0.005651325294357568), ('5.0%', -1.658372379399954), ('95.0%', 1.6097056348851257), ('n_eff', 78954.42006491033), ('r_hat', 1.000189183922775)])"
experiment_id,norm_lambdas
TW8H6F3K,"OrderedDict([('mean', 0.0011980263659522327), ('std', 0.9973668061670646), ('median', 0.0030198453025780366), ('5.0%', -1.6286255882153935), ('95.0%', 1.6525441348804244), ('n_eff', 77136.21857722195), ('r_hat', 1.0014359770046248)])"
